gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,hasFamily_Yes,SeniorCitizen,AvgMonthlyCost,Churn
1,0,1,1,0,0,0,1,0,1,0,1,1,92.82,No
0,0,1,1,0,0,0,1,0,1,0,0,0,79.96,No
0,1,0,0,0,0,0,1,0,1,0,0,0,43.34,No
1,0,1,1,0,0,1,1,0,1,0,0,1,107.37,No
0,0,1,0,0,0,0,0,0,0,1,1,0,78.69,No
1,0,1,1,0,1,0,1,0,0,1,1,0,107.51,No
1,0,1,0,0,0,0,0,0,0,0,0,0,59.56,No
0,0,1,1,0,0,0,1,1,0,0,0,0,77.55,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,111.92,No
1,0,0,0,1,1,0,0,0,0,1,1,0,20.88,No
1,0,0,1,0,1,0,1,1,0,0,1,0,98.21,No
1,1,0,0,0,0,0,1,0,1,0,0,1,27.74,Yes
1,0,0,0,1,1,0,1,0,0,0,1,0,18.19,No
0,1,0,0,0,0,1,0,1,0,0,1,0,54.09,No
0,0,0,0,0,0,1,1,1,0,0,1,0,84.5,No
1,0,0,0,0,0,0,1,0,1,0,0,0,63.31,No
1,0,0,0,1,0,0,0,0,0,1,0,0,20.45,No
0,0,1,0,0,1,0,0,0,0,0,1,0,76.65,No
0,0,0,0,0,0,0,0,0,1,0,1,0,59.2,Yes
1,0,1,1,0,0,0,1,1,0,0,0,0,102.08,No
0,0,0,0,1,0,0,1,1,0,0,0,0,17.11,No
1,0,1,0,0,0,1,0,1,0,0,0,0,88.37,No
0,0,1,1,0,1,0,1,1,0,0,1,0,108.12,No
0,0,0,1,0,0,0,0,0,1,0,0,0,76.85,No
1,0,0,1,0,0,0,1,0,0,0,0,0,97.4,No
1,0,1,0,1,0,1,0,0,0,0,1,0,23.12,No
1,0,0,1,0,0,0,1,0,0,0,0,0,86.95,No
0,0,0,0,1,0,0,0,0,0,1,1,0,19.12,No
1,0,0,0,1,0,0,0,0,0,1,0,0,20.4,No
1,0,1,1,0,1,0,0,0,1,0,1,0,105.09,Yes
1,0,1,1,0,0,1,1,1,0,0,1,0,97.11,No
1,0,1,1,0,1,0,1,0,1,0,1,0,116.54,No
1,0,0,0,0,0,0,0,0,0,0,1,0,47.46,No
1,0,0,0,0,1,0,1,0,0,0,0,0,88.06,No
1,0,1,0,1,0,1,0,1,0,0,1,0,24.99,No
0,1,0,0,0,0,0,0,1,0,0,0,0,26.31,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,74.2,Yes
0,0,0,0,1,1,0,1,0,0,0,1,0,19.39,No
1,1,0,0,0,0,0,0,0,0,1,1,0,36.55,Yes
1,0,0,0,0,1,0,1,0,0,1,1,0,59.35,No
0,0,1,1,0,0,0,1,0,0,0,0,0,85.7,No
0,0,0,0,0,0,0,0,0,0,0,1,0,44.92,No
0,0,0,0,0,1,0,1,1,0,0,1,0,69.56,No
1,0,0,0,0,0,0,1,0,0,1,0,0,50.58,No
1,0,1,1,0,0,0,1,0,0,0,1,0,73.47,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,96.51,No
0,1,0,0,0,0,0,0,0,1,0,0,1,20.92,Yes
1,0,1,1,0,0,1,0,1,0,0,1,0,93.52,No
0,0,0,0,0,1,0,0,0,0,0,0,0,83.43,No
0,0,0,0,1,0,0,0,0,0,1,0,0,23.59,No
1,0,1,1,0,0,0,1,0,1,0,1,1,108.64,No
1,0,1,0,1,0,1,1,0,0,1,1,0,40.42,No
0,0,0,0,1,1,0,0,0,1,0,1,0,20.73,No
1,0,1,0,0,0,0,0,0,1,0,0,0,44.63,Yes
1,0,0,0,0,0,0,1,0,0,1,0,0,53.5,Yes
1,0,0,1,0,0,1,0,1,0,0,1,0,79.05,No
0,0,0,1,0,0,0,1,1,0,0,0,0,85.09,Yes
0,0,1,0,0,0,0,1,0,1,0,0,1,55.56,No
0,0,0,0,0,1,0,1,0,0,0,0,0,74.5,No
1,0,1,1,0,0,1,1,1,0,0,1,0,119.37,No
0,0,0,1,0,0,0,1,0,1,0,0,0,71.1,No
1,0,0,0,1,0,0,0,0,0,1,0,0,19.73,No
0,1,0,0,0,0,0,0,0,0,1,0,0,32.83,No
1,0,1,1,0,0,1,1,0,1,0,1,0,99.37,No
1,0,1,1,0,0,0,1,0,1,0,0,1,98.38,Yes
1,0,1,1,0,0,1,0,0,0,0,1,0,97.99,Yes
0,0,0,0,1,0,0,1,0,1,0,1,0,21.0,Yes
1,0,0,0,1,0,0,1,0,0,1,0,0,19.4,No
1,0,0,1,0,0,0,0,0,1,0,1,0,92.75,No
0,0,1,1,0,0,0,1,0,1,0,0,0,95.73,Yes
1,0,0,0,1,0,1,0,1,0,0,1,0,19.36,No
1,0,0,1,0,0,0,1,0,1,0,1,1,73.18,Yes
1,1,0,0,0,0,1,0,1,0,0,0,0,35.59,No
1,0,0,0,1,1,0,0,1,0,0,1,0,19.57,No
1,0,1,1,0,0,0,1,0,0,0,1,0,99.5,No
0,0,0,1,0,0,0,1,0,1,0,1,0,69.04,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,96.33,Yes
0,0,1,1,0,1,0,0,0,0,1,1,0,96.58,No
0,0,0,1,0,0,0,1,0,0,0,0,1,75.02,No
0,0,1,0,1,1,0,1,0,1,0,0,0,24.06,No
1,0,0,0,1,0,1,0,0,0,0,0,0,19.92,No
0,0,1,1,0,0,0,1,0,1,0,1,1,93.59,No
0,0,0,1,0,1,0,1,0,1,0,1,0,97.12,No
0,0,1,1,0,0,1,1,1,0,0,1,0,110.68,No
1,0,1,0,1,0,1,0,1,0,0,1,0,26.02,No
1,0,1,0,1,0,0,0,1,0,0,0,0,22.29,Yes
1,0,0,0,0,0,0,1,0,1,0,0,0,52.32,No
0,0,1,0,0,0,1,0,1,0,0,1,0,85.04,No
0,0,0,0,0,0,0,1,0,0,1,0,0,44.45,Yes
1,0,0,1,0,0,0,0,0,1,0,1,0,88.03,No
1,0,0,0,0,1,0,0,0,1,0,1,0,80.51,No
1,1,0,0,0,0,1,0,1,0,0,1,0,52.1,No
1,0,1,0,0,0,1,1,1,0,0,1,0,86.49,No
1,0,1,1,0,0,1,1,0,1,0,1,0,101.19,No
1,0,1,1,0,0,1,1,0,1,0,0,0,87.19,No
0,0,1,1,0,0,0,1,1,0,0,1,0,72.25,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,76.22,Yes
0,0,0,1,0,0,0,1,0,0,1,1,0,80.05,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,90.03,No
0,0,1,1,0,0,0,1,0,1,0,1,0,99.78,No
0,0,1,1,0,0,1,1,0,1,0,1,1,110.21,No
0,0,0,1,0,0,0,0,0,1,0,0,1,77.42,Yes
1,0,1,1,0,0,0,1,0,1,0,1,1,99.22,Yes
1,0,0,1,0,0,0,1,0,1,0,1,0,99.09,Yes
0,0,1,0,0,1,0,0,0,0,0,1,0,68.13,No
0,0,1,1,0,0,0,1,0,1,0,0,0,103.04,No
1,0,1,0,1,0,1,1,0,0,0,1,1,25.04,No
0,0,0,0,1,0,0,0,0,0,1,0,0,20.9,Yes
0,0,0,0,1,0,1,1,0,0,1,1,0,17.99,No
1,0,1,0,1,1,0,0,0,0,0,0,0,27.05,Yes
0,0,0,0,0,1,0,1,1,0,0,0,0,54.04,No
1,0,0,1,0,0,0,1,0,1,0,0,0,73.32,No
0,0,0,1,0,0,0,1,1,0,0,1,0,80.57,Yes
0,0,0,0,1,0,1,0,0,0,1,1,0,16.72,No
1,0,0,1,0,0,0,0,1,0,0,0,0,99.7,No
1,0,0,1,0,0,0,1,0,1,0,1,0,73.82,Yes
1,0,1,1,0,0,1,1,0,1,0,0,0,106.04,No
1,0,1,1,0,0,1,1,0,0,0,1,0,104.72,No
0,0,0,0,0,1,0,0,0,0,1,0,0,77.0,No
0,0,1,0,1,0,1,1,1,0,0,1,0,27.14,No
0,0,1,1,0,0,0,1,0,1,0,0,0,89.6,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,71.98,Yes
1,0,0,0,1,1,0,0,0,0,0,1,0,21.05,No
0,0,0,0,0,0,0,1,0,1,0,1,0,68.31,No
0,0,1,0,0,0,1,1,0,0,0,1,0,92.9,No
0,0,0,0,0,0,0,1,0,0,1,0,0,49.59,No
0,0,0,0,0,0,0,1,1,0,0,0,1,48.1,No
0,1,0,0,0,0,1,1,1,0,0,1,0,60.71,No
0,0,0,0,0,0,0,1,0,0,0,0,0,51.02,No
1,1,0,0,0,1,0,1,1,0,0,1,0,60.07,No
0,0,1,1,0,0,0,1,1,0,0,1,0,76.75,Yes
1,0,0,0,1,1,0,0,0,0,0,1,0,19.02,No
0,0,1,0,0,0,1,0,0,0,0,1,0,79.73,No
1,0,0,0,0,0,0,0,0,1,0,0,0,58.29,No
1,0,1,1,0,0,0,0,0,0,1,1,1,78.38,No
0,0,1,0,0,1,0,0,0,1,0,1,0,70.86,No
1,0,0,0,0,0,0,1,0,0,0,0,0,43.24,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,78.05,Yes
0,0,1,1,0,0,0,0,0,0,1,1,0,91.41,Yes
1,0,0,0,1,0,0,1,1,0,0,1,0,17.05,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,81.55,Yes
1,0,0,0,0,0,1,0,0,0,0,0,0,62.54,No
0,0,0,0,0,1,0,1,0,0,1,1,0,66.69,No
0,0,0,1,0,0,0,1,0,0,1,0,0,77.55,No
0,0,1,1,0,1,0,1,0,0,0,0,1,99.11,No
1,0,0,0,1,1,0,0,0,0,0,1,0,22.19,No
1,0,1,1,0,0,0,1,0,0,0,0,0,100.2,No
1,0,0,0,1,0,1,0,1,0,0,0,0,19.08,No
1,0,0,0,0,0,0,1,0,0,1,1,0,56.05,Yes
0,0,0,1,0,0,0,1,0,1,0,0,1,89.2,No
1,1,0,0,0,1,0,1,0,0,1,0,0,53.99,Yes
0,0,1,1,0,0,0,0,0,1,0,1,0,91.37,No
1,0,0,0,1,0,0,0,0,0,1,0,0,20.6,No
1,0,0,1,0,0,0,1,0,1,0,1,0,90.18,No
1,0,0,0,1,0,1,0,1,0,0,1,0,20.22,No
0,0,1,0,0,0,0,0,0,0,1,0,0,42.09,No
0,0,0,1,0,1,0,1,0,0,0,0,1,87.49,No
0,1,0,0,0,0,0,0,0,1,0,1,0,56.01,Yes
0,0,0,1,0,1,0,0,1,0,0,0,1,90.7,No
1,0,0,0,0,0,0,0,1,0,0,0,0,62.9,Yes
1,0,0,1,0,0,0,1,1,0,0,1,1,73.64,Yes
1,0,0,0,0,0,0,1,0,0,0,0,0,67.98,No
0,0,1,1,0,0,0,0,1,0,0,0,0,95.71,No
0,0,0,0,0,0,0,0,0,0,1,1,0,51.84,No
0,0,0,0,1,0,1,1,0,0,1,1,0,21.12,No
0,0,0,1,0,0,0,1,0,1,0,1,0,83.87,Yes
0,0,0,0,1,0,0,1,0,0,0,0,0,20.2,Yes
0,1,0,0,0,0,0,1,1,0,0,0,0,24.58,Yes
0,0,1,1,0,1,0,1,0,0,1,1,0,98.04,No
1,0,0,0,0,0,1,0,0,0,0,0,0,69.81,No
0,0,1,1,0,1,0,1,0,0,0,1,0,111.16,No
1,1,0,0,0,0,0,0,1,0,0,1,0,39.02,No
0,0,1,1,0,1,0,1,0,1,0,1,0,113.55,No
1,0,1,1,0,0,0,1,1,0,0,1,1,82.2,No
0,0,1,1,0,0,0,1,1,0,0,1,1,97.09,No
1,0,1,1,0,0,0,1,0,1,0,1,0,92.3,No
0,0,0,0,1,0,1,1,0,0,0,0,0,18.12,No
0,0,1,0,0,0,1,0,0,0,0,1,0,91.75,No
1,0,1,0,0,0,0,0,0,1,0,0,0,61.15,No
0,0,0,0,0,1,0,0,0,0,1,1,0,69.42,No
0,0,0,0,1,0,1,0,0,0,0,1,0,20.48,No
0,0,0,0,1,0,0,0,0,0,1,1,0,20.55,Yes
1,1,0,0,0,0,0,1,0,1,0,1,0,44.48,No
1,0,1,1,0,0,1,0,1,0,0,1,0,113.41,No
1,0,0,1,0,0,1,1,0,1,0,1,0,109.93,No
0,0,1,1,0,0,1,0,1,0,0,1,0,92.61,No
0,0,0,0,0,0,0,0,0,1,0,0,0,49.12,No
0,0,0,1,0,0,0,1,1,0,0,0,1,92.87,Yes
0,1,0,0,0,0,0,0,0,1,0,0,1,25.92,Yes
0,0,1,1,0,0,0,0,0,1,0,1,1,91.72,No
0,0,0,0,1,0,0,0,0,0,1,0,0,19.65,No
1,0,0,1,0,0,0,1,0,0,0,1,1,72.99,Yes
1,0,0,0,0,1,0,0,1,0,0,1,0,81.61,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,95.34,Yes
0,0,1,1,0,0,1,1,1,0,0,1,0,105.53,No
1,0,0,0,0,0,0,1,0,0,1,1,0,52.39,No
0,0,0,0,1,0,1,0,0,0,1,0,0,20.37,No
1,0,1,1,0,0,0,1,0,1,0,0,0,106.79,Yes
0,0,0,1,0,1,0,0,0,1,0,1,0,82.97,No
0,0,0,1,0,0,0,1,1,0,0,0,1,110.71,Yes
0,0,1,0,0,0,1,1,0,0,0,1,1,93.02,No
1,0,1,0,1,0,1,0,0,0,1,1,0,24.69,No
1,0,0,1,0,1,0,1,0,0,0,1,0,82.31,No
0,0,1,1,0,0,1,1,0,0,0,1,0,114.56,No
0,0,1,1,0,1,0,1,0,1,0,1,0,112.11,No
0,0,0,1,0,0,0,0,0,1,0,0,0,96.27,Yes
0,0,0,0,0,1,0,1,1,0,0,0,0,70.41,No
1,0,0,1,0,1,0,1,1,0,0,1,1,102.92,No
0,0,1,1,0,0,1,1,1,0,0,1,0,89.85,No
1,1,0,0,0,0,0,1,0,1,0,0,1,49.06,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,93.85,Yes
0,0,1,1,0,0,0,1,0,0,0,1,0,93.72,Yes
0,1,0,0,0,0,1,1,0,0,0,1,0,65.06,No
1,0,1,1,0,0,0,1,0,1,0,0,1,99.26,Yes
0,0,0,0,1,0,1,0,1,0,0,1,0,20.86,No
0,0,0,1,0,0,0,0,0,0,1,1,0,71.56,No
1,0,0,0,1,0,1,1,0,0,0,0,0,20.98,No
1,0,1,1,0,1,0,0,0,0,0,1,0,99.15,No
0,0,0,0,1,0,0,0,0,0,0,0,0,22.39,No
1,1,0,0,0,0,0,0,0,0,1,1,0,24.2,No
1,0,1,1,0,0,0,1,0,1,0,0,1,98.15,Yes
0,0,1,1,0,1,0,1,0,1,0,1,0,101.48,Yes
1,1,0,0,0,0,0,1,0,0,0,0,1,25.62,Yes
1,0,1,1,0,0,0,1,1,0,0,1,1,90.73,No
1,0,0,1,0,0,0,0,0,1,0,1,0,87.96,No
1,0,1,0,0,0,1,0,0,0,0,0,0,92.12,No
1,0,0,0,0,0,0,1,1,0,0,1,0,51.45,No
0,0,0,1,0,0,0,1,0,0,0,0,0,84.6,Yes
1,0,0,0,1,0,0,0,0,0,0,0,0,21.75,No
1,0,1,0,0,1,0,1,0,1,0,1,1,78.45,No
1,0,1,0,1,0,1,0,0,0,1,1,0,24.5,No
0,0,1,0,0,0,1,1,0,0,0,1,1,92.49,No
1,0,1,0,1,0,1,1,1,0,0,0,0,25.42,No
1,0,1,0,0,0,1,0,1,0,0,1,0,78.55,No
0,0,0,0,1,0,1,0,1,0,0,1,0,19.16,No
0,0,0,0,0,1,0,1,1,0,0,1,0,49.27,No
0,1,0,0,0,0,0,1,1,0,0,1,0,34.54,No
0,0,1,0,0,0,0,1,1,0,0,1,0,61.05,No
0,0,1,1,0,0,0,1,0,0,0,0,1,95.74,No
0,0,0,0,0,0,0,0,0,1,0,0,1,42.55,No
0,0,0,0,0,0,0,1,0,0,1,0,0,51.22,No
1,0,1,1,0,0,0,1,0,1,0,0,0,84.17,Yes
1,0,0,0,1,0,0,1,0,0,0,1,0,24.96,No
1,0,0,1,0,0,0,0,0,1,0,0,0,71.82,Yes
1,0,1,0,0,0,1,0,0,1,0,1,0,83.91,No
1,0,0,0,1,0,0,1,1,0,0,0,0,22.37,No
1,0,0,0,1,0,0,0,0,0,1,1,0,19.75,Yes
0,0,0,0,0,0,1,0,0,0,0,1,0,63.62,No
0,0,1,1,0,0,0,0,0,1,0,0,0,83.08,Yes
0,0,1,1,0,1,0,0,0,0,1,1,0,100.85,Yes
0,0,0,0,1,0,0,1,0,0,0,0,0,20.46,No
0,0,0,1,0,0,0,1,0,1,0,0,1,95.04,No
1,0,0,0,1,0,1,1,1,0,0,1,0,19.49,No
0,1,0,0,0,0,0,1,0,1,0,1,1,34.77,No
0,0,1,1,0,0,0,0,0,1,0,0,1,80.75,Yes
1,0,0,1,0,0,0,0,0,1,0,0,0,73.51,No
1,0,1,1,0,0,0,0,0,1,0,1,0,113.31,No
1,0,0,0,0,1,0,1,0,0,0,1,0,64.44,No
0,0,0,0,1,0,1,0,0,0,1,1,0,20.98,No
1,0,1,1,0,1,0,1,1,0,0,1,0,84.91,No
1,0,0,0,1,1,0,1,1,0,0,0,0,19.33,No
1,0,0,0,1,0,0,0,1,0,0,0,0,18.43,No
0,0,1,0,1,0,1,0,1,0,0,0,0,27.68,Yes
0,0,0,1,0,1,0,1,1,0,0,1,0,78.63,No
1,0,1,0,1,0,1,0,1,0,0,1,0,22.91,No
0,0,0,1,0,1,0,0,1,0,0,0,1,96.18,Yes
0,0,0,0,0,0,1,0,0,0,0,1,0,69.68,No
0,0,1,1,0,0,0,1,0,1,0,1,0,97.62,Yes
1,0,1,0,0,1,0,1,0,0,1,1,0,82.94,No
0,1,0,0,0,0,0,1,0,1,0,0,0,36.2,Yes
0,0,1,0,0,0,0,1,0,0,0,1,0,68.46,No
1,0,0,1,0,0,0,1,0,1,0,0,0,89.25,No
0,0,0,1,0,0,0,1,0,1,0,1,1,85.81,No
1,0,0,0,0,0,0,1,0,1,0,0,0,50.5,Yes
1,1,0,0,0,0,0,1,0,0,1,1,1,46.42,No
0,0,1,1,0,0,0,1,0,1,0,0,0,90.63,Yes
1,0,1,1,0,1,0,0,0,0,0,1,0,120.34,No
1,0,0,1,0,0,0,1,0,1,0,1,0,76.24,Yes
1,0,1,1,0,1,0,1,0,0,0,1,0,109.01,No
0,0,0,0,0,0,1,0,0,0,0,1,0,63.98,No
1,0,1,1,0,0,0,1,0,0,0,0,0,76.39,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,82.21,Yes
0,0,1,1,0,0,1,1,0,0,0,0,0,111.3,No
0,0,1,1,0,0,0,1,0,1,0,1,0,86.14,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,87.22,No
0,0,0,0,1,0,0,0,0,0,1,0,0,19.5,Yes
1,0,0,0,0,0,1,0,0,0,0,1,0,69.73,No
1,0,1,0,1,1,0,1,0,0,0,0,1,25.69,No
0,0,0,0,1,0,0,1,0,0,1,1,0,19.39,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,72.91,Yes
1,0,0,0,0,1,0,1,0,0,0,1,0,50.29,No
1,1,0,0,0,0,1,0,0,0,1,1,0,45.41,No
0,0,1,1,0,0,0,1,0,1,0,1,0,86.13,Yes
0,0,1,1,0,1,0,1,0,1,0,1,1,101.82,No
0,0,1,0,1,0,0,0,0,1,0,0,0,24.21,No
1,0,0,1,0,0,1,0,1,0,0,1,1,107.31,No
1,0,1,1,0,0,0,1,1,0,0,1,0,104.12,No
0,0,1,1,0,0,0,1,0,1,0,0,1,71.52,Yes
1,0,0,1,0,0,0,0,0,1,0,0,0,69.95,Yes
0,0,0,0,0,0,0,0,0,0,1,0,0,43.95,Yes
1,0,1,0,0,1,0,1,0,1,0,1,0,66.09,No
1,0,0,0,1,0,1,0,1,0,0,1,0,17.2,No
0,0,0,1,0,0,0,0,0,1,0,0,0,79.72,Yes
0,0,1,0,0,0,0,1,0,0,1,0,0,63.25,No
0,0,1,1,0,0,1,0,0,0,0,1,0,99.64,No
1,0,1,0,0,1,0,0,0,1,0,0,0,86.99,No
1,0,0,0,0,1,0,0,0,0,1,0,0,80.02,No
0,0,0,1,0,0,0,1,0,1,0,0,1,69.95,Yes
1,0,1,1,0,0,0,0,0,1,0,0,0,106.56,No
1,0,0,0,1,0,1,0,0,0,1,0,0,19.37,No
1,0,0,1,0,0,0,1,0,1,0,1,1,72.55,Yes
0,0,1,1,0,0,1,0,0,0,0,0,0,99.25,No
1,0,0,0,0,0,0,0,0,0,0,1,1,67.69,No
1,0,1,1,0,0,0,1,0,1,0,1,0,110.34,Yes
0,0,0,1,0,0,0,1,1,0,0,1,1,97.67,No
1,0,0,0,0,0,0,1,0,0,0,1,0,49.18,No
1,0,0,0,1,0,0,0,0,0,1,0,0,18.22,No
0,1,0,0,0,0,1,1,0,0,0,0,0,63.54,No
0,0,0,0,0,0,1,0,1,0,0,1,0,74.73,No
1,0,1,1,0,1,0,0,0,0,0,1,0,91.72,No
0,0,0,1,0,0,0,1,0,0,0,0,0,77.33,No
0,0,0,0,1,0,0,0,0,0,1,1,0,19.76,No
1,0,1,1,0,0,0,1,1,0,0,0,1,78.43,No
1,1,0,0,0,0,0,1,0,0,0,0,0,48.05,No
0,0,1,0,0,1,0,0,0,1,0,1,0,67.61,No
1,0,0,0,0,0,1,1,0,0,0,0,0,50.54,No
0,0,1,0,0,0,0,1,0,0,0,1,0,77.8,No
1,0,0,1,0,1,0,0,1,0,0,1,0,87.77,No
0,0,0,0,1,0,1,0,0,0,1,1,0,20.31,No
0,0,1,1,0,1,0,1,0,0,0,1,0,88.78,No
0,0,0,0,0,0,0,0,0,1,0,0,0,62.7,No
0,0,0,0,0,0,0,1,0,0,1,1,0,72.38,Yes
1,1,0,0,0,0,1,1,1,0,0,1,1,65.88,No
0,0,0,1,0,1,0,1,0,0,0,1,0,102.85,No
0,0,0,1,0,0,0,1,0,0,0,0,0,96.8,Yes
1,0,0,0,1,0,1,0,0,0,1,1,0,19.7,No
0,0,1,1,0,0,1,0,0,0,0,1,0,115.35,No
0,0,0,0,0,0,1,1,0,0,1,1,0,74.37,No
0,0,1,1,0,1,0,1,1,0,0,1,0,102.26,No
0,0,1,1,0,0,0,1,0,1,0,1,1,76.68,Yes
1,0,1,1,0,0,1,0,1,0,0,1,0,115.72,No
1,0,0,0,0,0,0,1,0,0,1,0,0,45.8,No
1,0,0,1,0,0,1,1,1,0,0,1,0,96.69,No
0,0,0,1,0,0,1,0,0,0,0,1,0,80.6,No
1,0,0,0,0,0,0,0,0,0,1,0,0,60.87,No
1,0,0,1,0,0,0,1,0,1,0,0,0,69.9,Yes
0,0,1,0,0,1,0,1,0,1,0,1,0,79.55,No
0,0,1,1,0,0,0,1,1,0,0,0,0,79.85,No
1,0,1,1,0,0,0,1,0,0,0,1,0,92.98,Yes
0,0,0,1,0,0,0,1,0,1,0,0,1,78.5,Yes
1,0,0,0,0,0,0,1,0,0,1,0,0,50.75,No
1,0,0,1,0,0,0,1,1,0,0,0,0,96.8,No
0,0,0,0,0,0,1,1,1,0,0,1,0,84.07,No
0,0,0,0,0,1,0,1,0,0,1,1,0,55.78,No
1,0,1,0,1,0,0,0,0,0,1,1,0,30.68,No
0,0,0,0,1,0,0,0,0,1,0,1,0,18.48,No
1,0,0,0,0,1,0,0,0,0,0,1,0,71.37,No
0,0,1,1,0,0,0,1,0,0,1,1,0,98.93,No
0,0,1,1,0,0,0,1,1,0,0,1,0,111.1,Yes
1,0,0,1,0,0,1,0,0,0,0,0,0,99.51,No
0,0,1,0,1,1,0,0,0,1,0,0,0,22.29,No
1,1,0,0,0,0,0,0,1,0,0,1,0,28.47,No
0,0,0,0,0,0,0,0,0,1,0,0,0,50.55,Yes
0,0,1,0,1,0,1,0,0,0,1,1,0,27.2,No
0,0,1,0,0,0,0,1,1,0,0,1,1,70.11,No
1,0,1,1,0,0,0,1,0,1,0,1,1,72.38,No
0,0,1,1,0,0,0,1,0,0,0,0,0,83.07,Yes
1,0,0,1,0,1,0,1,1,0,0,1,0,81.84,No
1,0,1,1,0,0,0,1,0,0,0,0,0,107.75,Yes
1,0,1,0,1,0,1,0,0,0,0,0,0,25.16,No
1,1,0,0,0,0,0,0,1,0,0,0,1,42.95,No
1,0,1,0,1,0,1,0,0,0,0,1,0,25.94,No
0,0,0,0,0,0,0,1,0,1,0,0,1,70.52,No
0,1,0,0,0,1,0,1,0,1,0,0,0,51.48,No
0,0,0,0,0,0,0,0,0,1,0,0,0,80.4,Yes
0,0,0,1,0,0,0,1,0,0,0,0,0,83.4,Yes
1,0,1,1,0,0,0,0,0,0,0,0,0,93.93,Yes
0,0,0,0,1,0,0,1,0,0,1,0,0,21.48,No
0,0,0,0,0,1,0,1,1,0,0,0,0,57.04,No
1,0,1,0,0,1,0,0,1,0,0,1,0,56.83,No
0,0,0,1,0,1,0,1,0,0,0,1,0,104.84,Yes
1,0,0,0,0,1,0,1,0,0,1,1,0,53.61,No
1,1,0,0,0,0,1,0,1,0,0,1,0,44.89,No
1,0,0,0,0,0,0,1,1,0,0,0,0,68.04,No
0,1,0,0,0,0,0,1,0,1,0,0,0,48.79,No
1,0,0,1,0,1,0,1,0,1,0,0,0,92.89,No
0,0,0,0,1,0,0,0,0,0,0,0,0,21.38,Yes
1,0,0,0,1,0,1,0,0,0,1,0,0,20.45,No
1,0,0,0,1,1,0,0,0,0,0,1,0,20.0,No
1,0,0,0,0,0,0,0,0,1,0,1,0,51.87,No
0,0,0,0,0,0,1,0,0,0,1,0,0,71.12,No
1,0,1,1,0,0,0,1,0,1,0,0,0,95.23,Yes
0,0,0,1,0,0,0,0,0,0,0,1,0,95.17,No
0,0,1,1,0,1,0,1,0,1,0,0,1,106.96,No
0,0,0,0,1,0,0,1,0,1,0,0,0,22.26,No
0,0,0,0,0,1,0,0,0,0,1,0,0,74.55,Yes
1,0,1,1,0,0,0,1,1,0,0,0,1,94.35,Yes
0,0,0,0,1,0,1,0,0,1,0,1,0,20.06,No
1,0,0,0,0,0,0,1,0,0,0,1,0,47.04,No
1,1,0,0,0,0,0,1,0,1,0,1,1,30.9,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,95.58,Yes
1,0,0,0,0,1,0,1,0,0,1,1,0,63.72,No
0,0,1,1,0,0,0,0,0,0,0,0,0,107.06,No
0,0,0,0,0,1,0,0,0,0,0,0,0,44.77,No
0,0,1,0,0,1,0,1,0,1,0,1,1,65.0,No
1,0,0,0,1,0,0,0,0,0,0,1,0,19.95,Yes
0,0,0,1,0,1,0,1,1,0,0,0,0,93.72,No
1,0,0,1,0,0,0,1,0,1,0,0,0,74.0,Yes
1,0,0,0,0,0,0,1,0,0,1,1,0,53.48,Yes
0,0,0,1,0,0,0,1,0,0,0,1,0,78.8,No
1,0,0,1,0,0,1,0,0,0,0,1,0,105.72,No
1,0,1,1,0,0,1,0,1,0,0,0,0,102.34,No
1,0,1,0,1,0,1,0,1,0,0,1,0,26.0,No
0,0,0,0,1,1,0,0,0,0,0,1,0,19.02,No
1,1,0,0,0,0,0,0,0,1,0,0,0,22.32,Yes
1,0,0,1,0,0,0,1,0,1,0,0,1,70.05,No
1,0,0,1,0,0,0,0,0,1,0,1,0,84.25,Yes
0,1,0,0,0,0,0,1,0,1,0,0,0,51.57,Yes
0,0,0,1,0,0,0,1,0,0,0,0,0,79.35,Yes
1,0,1,0,1,0,1,0,0,0,1,0,0,25.75,No
1,0,1,1,0,0,0,1,1,0,0,1,1,98.07,No
1,1,0,0,0,1,0,0,0,0,1,0,0,36.99,No
1,0,1,1,0,1,0,1,0,0,0,1,0,120.62,Yes
1,0,1,0,0,0,1,0,1,0,0,1,0,80.71,No
1,0,1,1,0,0,0,1,0,1,0,1,0,109.03,Yes
